"year","age","caan","caaw","waa","waa.sd","laa","laa.sd","zero","waa.interpol"
1976,7,2919.0388063062,1727.92866789257,0.591951249212448,0.0671679088479526,370.233641940161,12.4040264255224,FALSE,0.591951249212448
1976,8,2007.85081318539,1241.30190262115,0.618224170077586,0.0744452150436873,374.916020919214,13.1161418640506,FALSE,0.618224170077586
1976,9,1341.2126597147,865.221945139336,0.645104218836842,0.0797005274182351,380.026197833096,13.9400135367271,FALSE,0.645104218836842
1976,10,635.763574957641,427.89224109597,0.673036735589136,0.0879417432991277,385.222531619421,15.0331695141645,FALSE,0.673036735589136
1977,1,4738.16180180355,581.660871864684,0.122760871450882,0.0381437013946561,228.145273054132,17.2726325920258,FALSE,0.122760871450882
1977,2,14741.3847798005,4372.12301190889,0.296588351584162,0.0406553419268991,298.83906414053,12.4622199425659,FALSE,0.296588351584162
1977,3,29710.354506568,11231.0751375879,0.37801888681958,0.0433450584373342,321.401582602301,10.9319028735949,FALSE,0.37801888681958
1977,4,8830.52281611765,3844.1346988247,0.435323567910193,0.0454301242116727,334.73166063431,10.0124013813073,FALSE,0.435323567910193
1977,5,1637.20101376755,835.069917986168,0.510059492367706,0.0620915814880571,350.212257804811,12.2681267755782,FALSE,0.510059492367706
1977,6,912.658619514897,511.378494778286,0.560317389047503,0.0762852431732081,360.203064021654,14.5224149662649,FALSE,0.560317389047503
1977,7,615.55776621724,386.790449408099,0.628357679223227,0.0588384984001216,373.388899982301,10.5125278243346,FALSE,0.628357679223227
1977,8,656.250679438496,430.058812980456,0.655327036534918,0.0810596776468483,378.001397984776,14.0315157178243,FALSE,0.655327036534918
1977,9,402.425862296927,268.98479050788,0.668408309974401,0.108506638626884,380.815505186577,17.8177839618391,FALSE,0.668408309974401
1977,10,416.037336636226,303.721398437418,0.730033993807112,0.0971473856118265,391.196670370727,15.4109906179522,FALSE,0.730033993807112
1978,1,78.1405769372265,14.3415063938508,0.18353468781491,0.0240309293097067,255.336264026113,14.5373116896441,FALSE,0.18353468781491
1978,2,2800.56283208973,866.530943100391,0.309413141234115,0.0386263962113246,304.407265833928,12.1259484824935,FALSE,0.309413141234115
1978,3,12088.1503539379,4955.92561977518,0.409982129165089,0.0521315239441206,332.272188522885,13.1989397163473,FALSE,0.409982129165089
1978,4,25956.1795715207,11771.5057517468,0.453514575182806,0.0383895278716293,343.0888307322,9.03676119869279,FALSE,0.453514575182806
1978,5,10683.1038248705,5209.04878042339,0.487596944279117,0.0452322818851719,350.665323441359,10.2944239996442,FALSE,0.487596944279117
1978,6,2357.44876549988,1273.11802676468,0.540040591929775,0.0487895106854493,362.234362758908,10.3485375971332,FALSE,0.540040591929775
1978,7,1152.71009969761,683.352956697697,0.592822910874954,0.0552448238558516,372.799496537784,11.6194332739994,FALSE,0.592822910874954
1978,8,545.365861440739,344.984024327865,0.632573559731979,0.0587531085753609,381.252426376524,11.9111754465869,FALSE,0.632573559731979
1978,9,685.428752320762,472.764256186263,0.689735081269281,0.0845173297626084,392.046839905466,15.4118675358895,FALSE,0.689735081269281
1978,10,448.494811581273,307.425925755208,0.685461498810445,0.081939497728202,391.818972788167,15.9854219694352,FALSE,0.685461498810445
1979,1,6741.70779486544,1105.76057294162,0.164017873005973,0.025291688296521,252.635059931023,11.3842379150664,FALSE,0.164017873005973
1979,2,11350.4870948386,2792.76775233884,0.246048273435666,0.0438541031433425,285.333088526467,14.8442602988118,FALSE,0.246048273435666
1979,3,1891.77079731129,785.65322682994,0.415300430658176,0.0818861710592446,331.718787855462,21.0985315061829,FALSE,0.415300430658176
1979,4,7476.3110977864,3791.68712475779,0.507160158955991,0.0413132370943891,353.620592642711,9.24576728124427,FALSE,0.507160158955991
1979,5,18990.1176425787,10086.8146618153,0.53116125195555,0.0409525476646157,358.519783353605,8.51244466142068,FALSE,0.53116125195555
1979,6,11867.3664704085,6690.15126856188,0.563743547082993,0.0494739654358024,364.922612045978,9.72593488549816,FALSE,0.563743547082993
1979,7,4833.92775019018,2824.71757948901,0.584352461490116,0.0534707809552851,368.92011568082,9.97674627627568,FALSE,0.584352461490116
1979,8,1588.91574878948,1038.53487588932,0.653612299255344,0.0719813418262844,381.25662473333,13.2995034017165,FALSE,0.653612299255344
1979,9,1095.99513548092,740.850939052365,0.675961886206074,0.0842420437572404,385.051541006657,15.0615822369566,FALSE,0.675961886206074
1979,10,1042.80429350675,755.048316355854,0.724055626791462,0.0759129872267195,393.811907135963,12.6381047871122,FALSE,0.724055626791462
1980,1,54.7981992655425,11.0654548939593,0.201930994855105,0.00745631896335819,255.248797333991,2.74583475917298,FALSE,0.201930994855105
1980,2,5643.86345116623,2312.83765430908,0.40979688369873,0.0466964283639582,323.329881636972,12.7847738449614,FALSE,0.40979688369873
1980,3,6817.99511210386,3009.66711646517,0.441429931670406,0.0428368398785204,331.327235767281,11.3070607559154,FALSE,0.441429931670406
1980,4,2593.4636223154,1354.31409594871,0.522202850387235,0.06953950372816,350.235795928903,15.476353308735,FALSE,0.522202850387235
1980,5,5095.80509034789,3029.49085692212,0.594506815549199,0.0574989591519402,365.992972927932,12.1231194256452,FALSE,0.594506815549199
1980,6,10050.6259988908,6150.83113378464,0.611984878798937,0.054734997340243,369.558948893732,11.1355055607738,FALSE,0.611984878798937
1980,7,5681.02801243624,3615.68910290306,0.636449793063512,0.0550926867752069,374.442778384807,10.8793977396689,FALSE,0.636449793063512
1980,8,1925.06843742713,1308.18861580585,0.679554342262376,0.0567902780507484,382.454600957491,10.930803028466,FALSE,0.679554342262376
1980,9,1120.49587238887,804.266469729324,0.717777271249247,0.0727605912678809,389.495348612887,12.9337146473591,FALSE,0.717777271249247
1980,10,949.169956681735,699.606953010793,0.737072373694375,0.0662920328845526,392.464832187473,11.2154251756578,FALSE,0.737072373694375
1981,1,9476.7174908075,1730.43675174934,0.18259874829316,0.0240108324280998,255.466172572792,11.9227213756967,FALSE,0.18259874829316
1981,2,1758.2237331196,745.404297035571,0.423953040215768,0.0491521528463248,331.367878020009,11.6055031718955,FALSE,0.423953040215768
1981,3,7835.35409928763,4301.16431120599,0.548943194743049,0.0605286678866417,358.906126941479,12.2496106969751,FALSE,0.548943194743049
1981,4,3988.07034307966,2270.53135308467,0.569330818606204,0.0596595284516836,362.912210144286,12.2403811521383,FALSE,0.569330818606204
1981,5,2552.74039032725,1639.31753170637,0.642179493816924,0.0456181075934674,377.385310553933,8.36984586258589,FALSE,0.642179493816924
1981,6,4571.19486523272,3038.80692262054,0.664772999666431,0.054570395951461,381.793420110708,9.57199957194436,FALSE,0.664772999666431
1981,7,4982.61868448486,3396.17177096818,0.681603788293766,0.0616297590191936,384.628833557112,10.6698069648531,FALSE,0.681603788293766
1981,8,2053.56027438021,1457.16040739475,0.709577617747082,0.065017794583426,389.44626794599,10.9582854628187,FALSE,0.709577617747082
1981,9,664.355551661121,501.214130944109,0.754436580970683,0.0756940824113533,397.266229370443,12.2428915675328,FALSE,0.754436580970683
1981,10,344.23757559118,274.779759393034,0.798227093370439,0.0886736688390734,404.219607813955,13.8440043180758,FALSE,0.798227093370439
1982,1,13993.5759163908,1531.53495806006,0.109445574684464,0.058642197027243,218.648203856748,35.1530914923028,FALSE,0.109445574684464
1982,2,4497.80951142921,1749.10991064617,0.388880388598399,0.055679381802119,325.177155254395,13.721431158721,FALSE,0.388880388598399
1982,3,1632.53946881255,922.373306615874,0.56499295988646,0.0794832352329188,362.479496347169,15.4563017584133,FALSE,0.56499295988646
1982,4,4177.06708092165,2673.29544757249,0.639993420211639,0.0674575338615499,376.224802133017,11.8038823630026,FALSE,0.639993420211639
1982,5,597.810184023906,423.440157994606,0.70831874282301,0.071889313642699,387.531730354277,11.3480781364737,FALSE,0.70831874282301
1982,6,2335.08980107563,1746.19623291897,0.747806886105453,0.0846596561031934,393.608747517177,12.4701363576673,FALSE,0.747806886105453
1982,7,3065.01732212207,2265.79808187586,0.739244788446134,0.0685024858717806,392.44044065744,10.5179640004408,FALSE,0.739244788446134
1982,8,4116.00242073867,3108.13147092586,0.755133538130444,0.0773439711980724,394.798981665766,11.6435303252599,FALSE,0.755133538130444
1982,9,1068.15636565721,808.837052742084,0.757227198889023,0.0672940307503363,395.23644921101,10.1034282071479,FALSE,0.757227198889023
1982,10,1345.86610606263,1154.31381525444,0.857673590303433,0.133471394310251,409.148756058335,17.7579206547053,FALSE,0.857673590303433
1983,1,78917.5901761747,10467.9380622555,0.132643914226056,0.0468478787976485,232.301649375253,22.5713804806917,FALSE,0.132643914226056
1983,2,17820.830005256,5316.58810794203,0.298335605377189,0.0842700471864532,296.989117003338,28.5093789212851,FALSE,0.298335605377189
1983,3,7124.26792097503,2557.3494722772,0.358963124442294,0.0838223705347075,315.587819246853,20.9338865367916,FALSE,0.358963124442294
1983,4,558.304357479356,267.465398362011,0.479067366712968,0.131843836031573,343.513122049259,27.6722277417347,FALSE,0.479067366712968
1983,5,650.284795018671,411.535330852965,0.632853995673002,0.117260037449495,375.037123434467,23.5231237695525,FALSE,0.632853995673002
1983,6,73.9331071839533,50.2045581834168,0.679053810879376,0.0883960123452142,384.516987389858,17.0512805436388,FALSE,0.679053810879376
1983,7,59.9762438693474,46.0569499168072,0.767919878696272,0.0857168508139976,399.46511343754,14.4075000534997,FALSE,0.767919878696272
1983,8,197.598180294962,148.20100549767,0.750011995436626,0.0590634068207086,397.073064667811,9.66385056949206,FALSE,0.750011995436626
1983,9,448.027001924963,341.431944589429,0.762078944176255,0.0711397540054625,398.73847004223,12.1218788104573,FALSE,0.762078944176255
1983,10,256.141805942997,199.356100725517,0.778303643138532,0.0898672031804576,401.166477887476,15.9246607116327,FALSE,0.778303643138532
1984,1,41.9175610816195,9.22369734409351,0.220043750306313,0.0207830456159282,272.362256302758,8.15281968740401,FALSE,0.220043750306313
1984,2,26081.0894290361,7855.5824198566,0.301198400520454,0.0445538846551654,299.859481558836,13.5067889655775,FALSE,0.301198400520454
1984,3,14354.1283197176,6225.20597193194,0.433687496257135,0.0601426539707073,335.609257129729,14.3148667024113,FALSE,0.433687496257135
1984,4,1189.92960657652,611.11421708163,0.513571738785317,0.104361476606669,353.402998442332,22.9230438674647,FALSE,0.513571738785317
1984,5,278.762476733233,193.721631862322,0.694934390497998,0.088895084472055,389.332195831457,15.5340844995928,FALSE,0.694934390497998
1984,6,628.068834963114,455.297543061768,0.724916629701118,0.075446708905397,394.751874237928,12.7048476944213,FALSE,0.724916629701118
1984,7,136.132562842334,99.4128930267783,0.730265345418617,0.061031550309517,396.727867282638,10.5361178003746,FALSE,0.730265345418617
1984,8,180.005096259112,147.30297309065,0.818326681588015,0.0962021686282055,411.622135487219,14.4203049495351,FALSE,0.818326681588015
1984,9,707.54893588296,557.336450902133,0.787700217804195,0.0814989594327546,405.535632095254,12.6600191412508,FALSE,0.787700217804195
1984,10,2525.68179416961,2078.38512095177,0.82290062261588,0.0998645000425018,410.655554310851,13.8303324852585,FALSE,0.82290062261588
1985,1,24874.2153648641,3551.86027098911,0.142792856734941,0.030012483715671,242.474606263325,14.4719845214365,FALSE,0.142792856734941
1985,2,1025.94314329031,354.965760423261,0.345989700057694,0.0600072596985628,315.241873713625,18.7662599760896,FALSE,0.345989700057694
1985,3,52656.3200203476,18983.9032001838,0.360524685220082,0.0469809902009924,319.553043664299,12.3135415801495,FALSE,0.360524685220082
1985,4,10198.5298901586,4711.52564771877,0.461980863758148,0.0848332419162403,344.770479403184,20.0914940338116,FALSE,0.461980863758148
1985,5,718.836895175605,419.109498770108,0.583038379892456,0.0885098379946137,371.053297648051,18.8553947820053,FALSE,0.583038379892456
1985,6,231.652748865993,163.702757810997,0.706673063938888,0.197689087273307,389.457694618518,36.8133653290498,FALSE,0.706673063938888
1985,7,885.098294194729,638.209156776706,0.721060204231163,0.0905628656224825,395.586393784011,15.51682693454,FALSE,0.721060204231163
1985,8,197.385238360675,141.565935180841,0.717206293421816,0.0739189308080812,393.123731861247,11.5771286753243,FALSE,0.717206293421816
1985,9,134.235798068447,105.938826694847,0.789199514728764,0.096866743737854,407.068823553842,13.9170131910967,FALSE,0.789199514728764
1985,10,2120.97656212413,1835.16504965474,0.865245322568228,0.118179147472431,418.130233912239,16.0539640314596,FALSE,0.865245322568228
1986,1,2405.21427695596,378.834187195568,0.157505379385583,0.0191562111841942,252.426135897409,9.29672823943057,FALSE,0.157505379385583
1986,2,15673.7691140911,4511.37313655431,0.287829500595264,0.0319243735843286,302.077985991111,9.85383412510519,FALSE,0.287829500595264
1986,3,5864.48491137449,2365.29945596806,0.403326036593671,0.0550389934370452,333.572326709755,13.690819405683,FALSE,0.403326036593671
1986,4,45164.6722826296,18713.8753065496,0.414347638557914,0.0543692647837003,336.142308776151,12.8464924856675,FALSE,0.414347638557914
1986,5,7577.80049626383,3742.99694535512,0.493942397559894,0.0849473672425048,353.324189139659,17.8262502622768,FALSE,0.493942397559894
1986,6,535.045902243864,317.120235029919,0.592697250273271,0.0937067121003168,372.786860228001,16.8167273122371,FALSE,0.592697250273271
1986,7,217.155698985021,163.64711922663,0.75359348150434,0.0698442620304196,401.169344466159,10.085078318632,FALSE,0.75359348150434
1986,8,245.341919914581,199.107506458069,0.811551106013156,0.0692328861080599,410.397537718038,10.982664190122,FALSE,0.811551106013156
1986,9,76.3708724210523,63.3241067902534,0.8291656855919,0.0539476576146884,412.974459862443,7.49236122350243,FALSE,0.8291656855919
1986,10,751.472357497658,641.367849389314,0.853481625758021,0.0835273619258154,416.463452683317,11.9722600988078,FALSE,0.853481625758021
1987,1,1809.55139304712,384.35075517804,0.212401126961543,0.0384765420503871,275.41086397343,14.6099101495684,FALSE,0.212401126961543
1987,2,5525.22501967306,1704.39010272094,0.308474333018529,0.048801825152355,306.698519904584,13.781752483913,FALSE,0.308474333018529
1987,3,8977.05872245625,3670.3851391057,0.408862774833384,0.0486354179989791,332.839901497486,11.4884503765423,FALSE,0.408862774833384
1987,4,2875.64015291411,1346.88894455299,0.468378821038537,0.0588795250694266,346.035790481622,12.5353557917643,FALSE,0.468378821038537
1987,5,35707.0823429887,17468.0415981234,0.489203834419514,0.0570100235267377,350.915054539105,11.8480997666374,FALSE,0.489203834419514
1987,6,4370.36695018819,2510.39209718074,0.574412200575663,0.0929461864255527,367.951041907532,17.581379311615,FALSE,0.574412200575663
1987,7,167.872292239661,103.090147673833,0.61409864783795,0.12891829204455,374.184133917192,20.9090485807967,FALSE,0.61409864783795
1987,8,111.267474359786,84.5865991376576,0.760209572692775,0.106308541794515,401.754859607748,16.1760463130437,FALSE,0.760209572692775
1987,9,47.4688658574809,43.3102529060302,0.912392831041372,0.101532003000594,420.082161132608,12.4546784753101,FALSE,0.912392831041372
1987,10,272.224653749265,243.529341111035,0.894589588991963,0.0920087260072371,420.236620564732,9.67658594212413,FALSE,0.894589588991963
1988,1,25187.3442813756,3212.52675562168,0.127545275108545,0.0194124282868826,234.262749133984,9.40082956745125,FALSE,0.127545275108545
1988,2,1981.06420306844,710.334456099091,0.358562057200804,0.0569179099709992,315.734688916452,16.7434999208238,FALSE,0.358562057200804
1988,3,1895.81040751489,823.36202237329,0.434306098916605,0.0565127458229332,335.517857716834,12.9397058808271,FALSE,0.434306098916605
1988,4,2715.57106538578,1318.96902214344,0.485705949277401,0.0512165951573839,348.286766350048,10.5074273654668,FALSE,0.485705949277401
1988,5,2635.48841901626,1387.89102149983,0.526616247480185,0.0565803504253412,357.407684170936,11.0486469919485,FALSE,0.526616247480185
1988,6,26504.5692832393,14805.3233689534,0.55859513168229,0.0676005137144232,362.580768826703,11.8818848614967,FALSE,0.55859513168229
1988,7,3466.35384771444,2181.3292647837,0.629286380045124,0.088987844399993,376.700282182993,14.8315780582767,FALSE,0.629286380045124
1988,8,180.06128806088,128.64228869417,0.714436123830655,0.145310309263539,391.737620359972,21.1648814378736,FALSE,0.714436123830655
1988,9,95.5454416926175,81.882366121116,0.856999189815277,0.251625465187203,418.692495092472,33.983813015018,FALSE,0.856999189815277
1988,10,416.782400028355,365.770645221929,0.877605784690152,0.0982871175736857,417.670427373502,10.5027191974864,FALSE,0.877605784690152
1989,1,6972.85340349857,1084.88296208607,0.155586658618369,0.041472804398461,248.570035411748,18.382734150729,FALSE,0.155586658618369
1989,2,13160.7802526901,4141.16030192888,0.314659178439091,0.0771937118358498,303.698611661548,20.7007490511758,FALSE,0.314659178439091
1989,3,1653.10860380108,756.232742434853,0.457461016593832,0.0830607972528771,339.125730656923,17.8540753131978,FALSE,0.457461016593832
1989,4,966.108638972,516.24634658103,0.534356412680823,0.0763742922233388,356.19453964414,14.2213569130416,FALSE,0.534356412680823
1989,5,1056.6795488843,647.144508763251,0.61243213181001,0.085741178385364,369.626886977987,12.6598324925622,FALSE,0.61243213181001
1989,6,603.120279710966,384.060805586286,0.6367897391385,0.0930882895169891,375.553738189674,15.9987603565582,FALSE,0.6367897391385
1989,7,16673.7179404376,11018.5210441326,0.660831680342278,0.0933931437709043,379.135811681909,15.1201106964701,FALSE,0.660831680342278
1989,8,2036.09790853087,1579.70856035381,0.77585098129865,0.107975213028305,398.796655703229,15.7000888969327,FALSE,0.77585098129865
1989,9,277.05847633136,228.719060620307,0.82552630639158,0.0757263213793992,408.255526042181,10.017974156135,FALSE,0.82552630639158
1989,10,865.873454422276,785.279579432571,0.906921878043393,0.122518988167363,424.031026660746,14.4499950847082,FALSE,0.906921878043393
1990,1,663.767419214343,180.242681792155,0.271544936636836,0.0504763629695185,293.272043792983,15.5575569480174,FALSE,0.271544936636836
1990,2,10054.7601292562,2967.57905786986,0.295141705990094,0.057678473765586,300.428550876945,16.1233285605419,FALSE,0.295141705990094
1990,3,9998.22871345283,4031.56991430073,0.403228414736719,0.0931162339340614,328.620570989679,22.1552642498397,FALSE,0.403228414736719
1990,4,1954.32337920945,1085.05251252893,0.555206228443036,0.0974065359269287,363.584884497575,19.2402676429581,FALSE,0.555206228443036
1990,5,1447.81904962054,897.773630454143,0.620086902910584,0.0900942191091688,377.354786935556,15.3759729268505,FALSE,0.620086902910584
1990,6,1229.28589528789,785.681118234902,0.639136201958051,0.0801695510671963,380.512191524189,13.1126219556527,FALSE,0.639136201958051
1990,7,710.763000876326,477.085788028904,0.671230476882854,0.0673378094473576,387.043521201964,10.3066028722777,FALSE,0.671230476882854
1990,8,17638.6171938602,11848.6139990533,0.671742794167428,0.0941205731326679,386.472921038698,13.4803520067924,FALSE,0.671742794167428
1990,9,881.366491177149,631.654361457428,0.716676170220397,0.121591263900208,394.449295999204,16.1723560122379,FALSE,0.716676170220397
1990,10,163.935814943365,141.723195916982,0.864504171745162,0.169457668436688,414.249403318293,20.0902619021483,FALSE,0.864504171745162
1991,1,2095.40827163231,481.267846120623,0.229677362944511,0.0481371012960562,280.826171951842,15.7909127886588,FALSE,0.229677362944511
1991,2,8039.99958699166,2625.54082382855,0.326559820733891,0.0409304209241205,312.778927742583,11.8600001817887,FALSE,0.326559820733891
1991,3,16440.5841223051,6367.56689604676,0.387307826089209,0.0495798260284881,329.61638083761,12.3911397600281,FALSE,0.387307826089209
1991,4,8897.6533574167,4174.53328260337,0.469172389046114,0.0616452001143722,349.42413819671,13.4356530040379,FALSE,0.469172389046114
1991,5,1154.61624531197,670.653092392666,0.58084501678864,0.0716001436843304,373.154124065718,11.8701303854581,FALSE,0.58084501678864
1991,6,1062.73003398386,660.262322233709,0.621288851467366,0.0664115368603522,381.205104257214,10.9218721869664,FALSE,0.621288851467366
1991,7,1286.72770251933,817.649286689229,0.635448576329184,0.0813992193252431,383.103329605721,12.5232227660301,FALSE,0.635448576329184
1991,8,998.99169173567,707.509437493513,0.708223545147079,0.085409508457375,393.990543503842,12.1412272759071,FALSE,0.708223545147079
1991,9,12370.783624551,8582.34007054364,0.693758805506159,0.105579418144035,392.83983719392,14.7050555060579,FALSE,0.693758805506159
1991,10,474.292630822435,423.647622435261,0.89321991299052,0.386777928884456,419.133427560531,46.6902645201844,FALSE,0.89321991299052
1992,1,4772.74786191002,776.552624758944,0.162705562335776,0.0239466323854805,255.264220021564,11.4041948774259,FALSE,0.162705562335776
1992,2,9503.24547589301,2626.9336192099,0.276424893566484,0.046201913993919,298.744647203978,15.4887155431177,FALSE,0.276424893566484
1992,3,5504.58348355922,2163.66125434456,0.39306539010751,0.0484012369013637,332.051970273648,12.3897636405893,FALSE,0.39306539010751
1992,4,16736.3788420106,7470.95614056713,0.446390238359925,0.0483897406722289,344.90232012199,10.7364026384535,FALSE,0.446390238359925
1992,5,9205.09232723597,4685.59936676365,0.509022527987028,0.0543015462577631,358.774683743301,11.1569324848383,FALSE,0.509022527987028
1992,6,1356.70902418974,787.396048821812,0.580372087737874,0.07222766155926,372.371050335762,13.6803294568208,FALSE,0.580372087737874
1992,7,552.315375542212,337.225644048246,0.610567184947892,0.0574437162575643,379.185375170558,10.8712851505145,FALSE,0.610567184947892
1992,8,978.257445993336,676.728490301623,0.691769322148591,0.0639275969838475,393.049381778456,10.0305793320417,FALSE,0.691769322148591
1992,9,655.346385587611,447.230540176736,0.682433824328993,0.0783515927431312,391.580094896934,12.6417875302734,FALSE,0.682433824328993
1992,10,9294.05910278925,6588.01336500695,0.708841346084168,0.0882691300673531,395.540339890272,13.6860878895595,FALSE,0.708841346084168
1993,1,70.3833335536988,12.1995444794312,0.173330018108954,0.0195955315849855,258.734904505799,8.85711609670824,FALSE,0.173330018108954
